Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-14 04:00:00-04:00,180.35,181.6,178.78,179.2,0,0,0
2022-03-14 04:03:00-04:00,180.0,180.0,180.0,180.0,0,0,0
2022-03-14 04:04:00-04:00,180.0,181.44,180.0,181.0,0,0,0
2022-03-14 04:05:00-04:00,181.0,181.0,181.0,181.0,0,0,0
2022-03-14 04:12:00-04:00,181.01,181.01,181.01,181.01,0,0,0
2022-03-14 04:13:00-04:00,181.01,181.01,181.01,181.01,0,0,0
2022-03-14 04:15:00-04:00,181.01,181.01,181.01,181.01,0,0,0
2022-03-14 04:19:00-04:00,181.5,181.5,181.5,181.5,0,0,0
2022-03-14 04:21:00-04:00,181.46,181.46,181.46,181.46,0,0,0
2022-03-14 04:24:00-04:00,181.5,181.6,181.5,181.5,0,0,0
2022-03-14 04:25:00-04:00,181.02,181.51,181.01,181.51,0,0,0
2022-03-14 04:26:00-04:00,180.6,180.6,180.6,180.6,0,0,0
2022-03-14 04:28:00-04:00,181.02,181.02,181.01,181.01,0,0,0
2022-03-14 04:34:00-04:00,181.3,181.3,181.3,181.3,0,0,0
2022-03-14 04:37:00-04:00,181.29,181.31,181.29,181.3,0,0,0
2022-03-14 04:47:00-04:00,181.31,181.31,181.31,181.31,0,0,0
2022-03-14 04:48:00-04:00,181.0,181.0,181.0,181.0,0,0,0
2022-03-14 04:57:00-04:00,181.52,181.52,181.33,181.33,0,0,0
2022-03-14 04:58:00-04:00,181.34,181.34,181.3,181.3,0,0,0
2022-03-14 05:00:00-04:00,181.32,181.32,181.3,181.3,0,0,0
2022-03-14 05:01:00-04:00,181.3,181.3,181.3,181.3,0,0,0
2022-03-14 05:03:00-04:00,181.32,181.32,181.32,181.32,0,0,0
2022-03-14 05:04:00-04:00,181.54,182.08,181.54,181.79,0,0,0
2022-03-14 05:05:00-04:00,181.8,181.8,181.4,181.4,0,0,0
2022-03-14 05:06:00-04:00,182.98,182.98,182.98,182.98,0,0,0
2022-03-14 05:08:00-04:00,182.98,182.98,182.98,182.98,0,0,0
2022-03-14 05:13:00-04:00,182.9,182.96,182.9,182.96,0,0,0
2022-03-14 05:17:00-04:00,182.98,182.98,182.98,182.98,0,0,0
2022-03-14 05:18:00-04:00,182.96,182.96,182.96,182.96,0,0,0
2022-03-14 05:26:00-04:00,182.76,182.76,182.7,182.7,0,0,0
2022-03-14 05:29:00-04:00,182.7,182.7,182.7,182.7,0,0,0
2022-03-14 05:31:00-04:00,182.7,182.7,182.7,182.7,0,0,0
2022-03-14 05:34:00-04:00,182.7,182.7,182.7,182.7,0,0,0
2022-03-14 05:35:00-04:00,182.7,182.7,182.7,182.7,0,0,0
2022-03-14 05:39:00-04:00,182.69,182.69,182.69,182.69,0,0,0
2022-03-14 05:42:00-04:00,182.69,182.69,182.69,182.69,0,0,0
2022-03-14 05:44:00-04:00,182.7,182.7,182.69,182.69,0,0,0
2022-03-14 05:48:00-04:00,182.7,182.7,182.7,182.7,0,0,0
2022-03-14 05:49:00-04:00,183.42,183.42,183.42,183.42,0,0,0
2022-03-14 05:50:00-04:00,183.35,183.35,183.09,183.12,0,0,0
2022-03-14 05:52:00-04:00,183.0,183.6,183.0,183.6,0,0,0
2022-03-14 05:57:00-04:00,183.06,183.06,183.06,183.06,0,0,0
2022-03-14 06:00:00-04:00,183.8,183.8,182.34,182.55,0,0,0
2022-03-14 06:01:00-04:00,182.23,182.23,182.23,182.23,0,0,0
2022-03-14 06:03:00-04:00,182.02,182.02,182.02,182.02,0,0,0
2022-03-14 06:08:00-04:00,183.78,183.87,183.78,183.87,0,0,0
2022-03-14 06:10:00-04:00,183.75,183.75,183.75,183.75,0,0,0
2022-03-14 06:11:00-04:00,183.5,183.5,183.5,183.5,0,0,0
2022-03-14 06:12:00-04:00,183.73,183.73,183.73,183.73,0,0,0
2022-03-14 06:13:00-04:00,182.42,182.42,182.42,182.42,0,0,0
2022-03-14 06:14:00-04:00,183.5,183.5,183.5,183.5,0,0,0
2022-03-14 06:19:00-04:00,183.5,183.5,182.78,182.78,0,0,0
2022-03-14 06:23:00-04:00,182.9,182.9,182.9,182.9,0,0,0
2022-03-14 06:24:00-04:00,182.9,182.9,182.9,182.9,0,0,0
2022-03-14 06:25:00-04:00,183.66,183.87,183.66,183.87,0,0,0
2022-03-14 06:29:00-04:00,183.73,183.73,182.5,182.5,0,0,0
2022-03-14 06:30:00-04:00,183.7,183.7,183.7,183.7,0,0,0
2022-03-14 06:34:00-04:00,182.72,182.72,182.72,182.72,0,0,0
2022-03-14 06:37:00-04:00,182.8,182.8,182.8,182.8,0,0,0
2022-03-14 06:41:00-04:00,183.0,183.0,183.0,183.0,0,0,0
2022-03-14 06:42:00-04:00,182.65,182.8,182.03,182.5,0,0,0
2022-03-14 06:43:00-04:00,182.03,182.03,182.03,182.03,0,0,0
2022-03-14 06:44:00-04:00,182.03,182.03,182.03,182.03,0,0,0
2022-03-14 06:45:00-04:00,183.0,183.0,182.9,182.9,0,0,0
2022-03-14 06:55:00-04:00,182.03,182.03,182.0,182.0,0,0,0
2022-03-14 07:00:00-04:00,182.2,183.05,182.0,182.99,0,0,0
2022-03-14 07:01:00-04:00,182.51,182.51,181.99,182.0,0,0,0
2022-03-14 07:02:00-04:00,181.78,181.78,181.28,181.28,0,0,0
2022-03-14 07:03:00-04:00,181.17,181.32,180.5,181.25,0,0,0
2022-03-14 07:05:00-04:00,180.86,180.86,180.83,180.83,0,0,0
2022-03-14 07:06:00-04:00,180.87,180.87,180.5,180.5,0,0,0
2022-03-14 07:07:00-04:00,181.2,181.2,181.2,181.2,0,0,0
2022-03-14 07:09:00-04:00,180.7,180.9,180.5,180.5,0,0,0
2022-03-14 07:10:00-04:00,180.5,181.03,180.5,181.03,0,0,0
2022-03-14 07:11:00-04:00,181.11,181.11,181.11,181.11,0,0,0
2022-03-14 07:14:00-04:00,180.5,181.13,180.5,181.13,0,0,0
2022-03-14 07:16:00-04:00,180.6,181.19,180.51,180.73,0,0,0
2022-03-14 07:17:00-04:00,180.58,180.7,180.58,180.7,0,0,0
2022-03-14 07:18:00-04:00,180.61,181.0,180.52,181.0,0,0,0
2022-03-14 07:19:00-04:00,180.7,180.96,180.7,180.96,0,0,0
2022-03-14 07:20:00-04:00,181.0,181.0,181.0,181.0,0,0,0
2022-03-14 07:21:00-04:00,180.8,181.0,180.7,181.0,0,0,0
2022-03-14 07:23:00-04:00,180.99,180.99,180.99,180.99,0,0,0
2022-03-14 07:24:00-04:00,181.0,181.0,181.0,181.0,0,0,0
2022-03-14 07:25:00-04:00,181.0,181.0,180.38,180.5,0,0,0
2022-03-14 07:27:00-04:00,180.51,180.99,180.51,180.99,0,0,0
2022-03-14 07:28:00-04:00,181.19,181.19,181.19,181.19,0,0,0
2022-03-14 07:29:00-04:00,180.51,180.51,180.01,180.02,0,0,0
2022-03-14 07:30:00-04:00,180.0,180.0,179.85,179.96,0,0,0
2022-03-14 07:31:00-04:00,179.9,180.65,179.9,180.65,0,0,0
2022-03-14 07:33:00-04:00,180.17,180.17,180.17,180.17,0,0,0
2022-03-14 07:34:00-04:00,180.05,180.42,179.99,180.0,0,0,0
2022-03-14 07:35:00-04:00,179.99,180.0,179.99,180.0,0,0,0
2022-03-14 07:36:00-04:00,180.0,180.0,180.0,180.0,0,0,0
2022-03-14 07:37:00-04:00,180.42,180.42,180.05,180.05,0,0,0
2022-03-14 07:40:00-04:00,179.95,179.95,179.9,179.9,0,0,0
2022-03-14 07:41:00-04:00,179.9,179.99,179.51,179.98,0,0,0
2022-03-14 07:42:00-04:00,179.88,179.98,179.12,179.12,0,0,0
2022-03-14 07:43:00-04:00,179.1,179.41,179.0,179.18,0,0,0
2022-03-14 07:44:00-04:00,179.01,179.45,178.97,179.45,0,0,0
2022-03-14 07:45:00-04:00,179.48,179.48,179.48,179.48,0,0,0
2022-03-14 07:46:00-04:00,179.04,179.26,179.04,179.26,0,0,0
2022-03-14 07:47:00-04:00,179.01,179.04,179.0,179.04,0,0,0
2022-03-14 07:48:00-04:00,179.0,179.04,178.0,178.0,0,0,0
2022-03-14 07:49:00-04:00,178.18,178.82,178.0,178.0,0,0,0
2022-03-14 07:50:00-04:00,178.18,178.78,178.18,178.77,0,0,0
2022-03-14 07:51:00-04:00,178.87,178.9,178.87,178.9,0,0,0
2022-03-14 07:53:00-04:00,178.27,178.27,178.27,178.27,0,0,0
2022-03-14 07:54:00-04:00,178.5,178.5,177.9,177.9,0,0,0
2022-03-14 07:55:00-04:00,177.89,178.64,177.77,178.64,0,0,0
2022-03-14 07:57:00-04:00,178.0,178.0,178.0,178.0,0,0,0
2022-03-14 07:58:00-04:00,178.0,178.0,177.53,177.53,0,0,0
2022-03-14 08:00:00-04:00,181.2,183.5,177.5,178.0,0,0,0
2022-03-14 08:01:00-04:00,178.0,178.64,178.0,178.64,0,0,0
2022-03-14 08:02:00-04:00,178.43,178.43,178.0,178.0,0,0,0
2022-03-14 08:03:00-04:00,178.45,179.11,178.3,179.11,0,0,0
2022-03-14 08:04:00-04:00,178.52,178.52,178.52,178.52,0,0,0
2022-03-14 08:05:00-04:00,178.55,178.55,178.48,178.5,0,0,0
2022-03-14 08:06:00-04:00,178.25,179.32,178.0,178.0,0,0,0
2022-03-14 08:10:00-04:00,179.0,179.0,178.0,178.0,0,0,0
2022-03-14 08:11:00-04:00,179.0,179.0,179.0,179.0,0,0,0
2022-03-14 08:12:00-04:00,178.7,179.0,178.65,179.0,0,0,0
2022-03-14 08:13:00-04:00,179.6,179.6,178.52,178.52,0,0,0
2022-03-14 08:15:00-04:00,178.99,178.99,178.99,178.99,0,0,0
2022-03-14 08:16:00-04:00,178.89,178.96,178.7,178.7,0,0,0
2022-03-14 08:17:00-04:00,178.56,178.9,178.3,178.9,0,0,0
2022-03-14 08:18:00-04:00,178.12,178.12,178.12,178.12,0,0,0
2022-03-14 08:20:00-04:00,178.0,178.84,178.0,178.84,0,0,0
2022-03-14 08:21:00-04:00,178.5,178.5,178.3,178.3,0,0,0
2022-03-14 08:24:00-04:00,178.0,178.7,178.0,178.7,0,0,0
2022-03-14 08:26:00-04:00,178.7,178.7,178.7,178.7,0,0,0
2022-03-14 08:27:00-04:00,178.0012,178.0012,178.0012,178.0012,0,0,0
2022-03-14 08:28:00-04:00,178.25,178.25,178.0,178.0,0,0,0
2022-03-14 08:29:00-04:00,178.0,178.0,178.0,178.0,0,0,0
2022-03-14 08:30:00-04:00,178.5,178.5,178.5,178.5,0,0,0
2022-03-14 08:31:00-04:00,178.5,178.5,178.075,178.075,0,0,0
2022-03-14 08:32:00-04:00,178.5,178.5,178.08,178.5,0,0,0
2022-03-14 08:33:00-04:00,178.17,178.75,178.08,178.75,0,0,0
2022-03-14 08:34:00-04:00,178.7,178.7,178.7,178.7,0,0,0
2022-03-14 08:35:00-04:00,178.42,179.0,178.42,178.86,0,0,0
2022-03-14 08:36:00-04:00,178.44,179.5,178.42,178.42,0,0,0
2022-03-14 08:37:00-04:00,178.42,178.42,178.42,178.42,0,0,0
2022-03-14 08:38:00-04:00,178.4,178.4,178.4,178.4,0,0,0
2022-03-14 08:39:00-04:00,178.62,178.62,178.62,178.62,0,0,0
2022-03-14 08:40:00-04:00,178.62,178.62,178.62,178.62,0,0,0
2022-03-14 08:41:00-04:00,178.08,178.72,178.08,178.72,0,0,0
2022-03-14 08:42:00-04:00,178.69,179.29,178.58,178.74,0,0,0
2022-03-14 08:43:00-04:00,178.61,178.61,178.61,178.61,0,0,0
2022-03-14 08:44:00-04:00,179.0,179.0,178.61,178.61,0,0,0
2022-03-14 08:45:00-04:00,178.76,179.0,178.5,178.5,0,0,0
2022-03-14 08:46:00-04:00,179.3,179.3,179.3,179.3,0,0,0
2022-03-14 08:47:00-04:00,178.5,179.3,178.24,179.3,0,0,0
2022-03-14 08:49:00-04:00,178.75,179.3,178.5,179.3,0,0,0
2022-03-14 08:50:00-04:00,178.69,178.82,178.69,178.82,0,0,0
2022-03-14 08:51:00-04:00,178.5,178.5,178.5,178.5,0,0,0
2022-03-14 08:52:00-04:00,178.5,178.5,178.273,178.273,0,0,0
2022-03-14 08:53:00-04:00,178.42,178.7,178.4,178.7,0,0,0
2022-03-14 08:54:00-04:00,178.24,178.74,178.24,178.29,0,0,0
2022-03-14 08:55:00-04:00,178.31,178.62,178.24,178.54,0,0,0
2022-03-14 08:56:00-04:00,178.62,178.74,178.54,178.54,0,0,0
2022-03-14 08:57:00-04:00,178.78,179.3,178.5,178.66,0,0,0
2022-03-14 08:58:00-04:00,179.5,179.55,179.3,179.55,0,0,0
2022-03-14 08:59:00-04:00,179.7,179.7,178.8,178.8,0,0,0
2022-03-14 09:00:00-04:00,179.88,179.88,178.8,179.8788,0,0,0
2022-03-14 09:01:00-04:00,179.6,179.6,179.6,179.6,0,0,0
2022-03-14 09:02:00-04:00,179.45,179.5,179.0,179.5,0,0,0
2022-03-14 09:03:00-04:00,179.37,179.45,179.37,179.45,0,0,0
2022-03-14 09:04:00-04:00,178.94,179.5,178.89,179.35,0,0,0
2022-03-14 09:05:00-04:00,179.43,179.5,178.81,178.95,0,0,0
2022-03-14 09:06:00-04:00,179.0,179.45,178.77,178.77,0,0,0
2022-03-14 09:07:00-04:00,178.58,178.58,178.4,178.4,0,0,0
2022-03-14 09:08:00-04:00,178.8,179.0,178.24,178.88,0,0,0
