Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-14 04:00:00-04:00,2609.51,2610.51,2608.5,2610.51,0,0,0
2022-03-14 04:01:00-04:00,2610.51,2610.51,2610.51,2610.51,0,0,0
2022-03-14 04:04:00-04:00,2611.01,2611.01,2611.0,2611.0,0,0,0
2022-03-14 04:05:00-04:00,2611.97,2611.97,2611.97,2611.97,0,0,0
2022-03-14 04:06:00-04:00,2612.0,2612.0,2612.0,2612.0,0,0,0
2022-03-14 04:07:00-04:00,2613.8,2615.0,2613.8,2615.0,0,0,0
2022-03-14 04:09:00-04:00,2618.54,2619.5,2618.54,2619.5,0,0,0
2022-03-14 04:11:00-04:00,2618.99,2619.45,2615.32,2615.32,0,0,0
2022-03-14 04:15:00-04:00,2620.0,2620.0,2619.11,2619.11,0,0,0
2022-03-14 04:16:00-04:00,2614.25,2614.25,2614.2,2614.2,0,0,0
2022-03-14 04:19:00-04:00,2616.81,2616.81,2616.81,2616.81,0,0,0
2022-03-14 04:22:00-04:00,2615.03,2615.03,2614.5,2614.7,0,0,0
2022-03-14 04:23:00-04:00,2615.8,2616.81,2615.11,2615.11,0,0,0
2022-03-14 04:26:00-04:00,2614.73,2616.0,2614.31,2616.0,0,0,0
2022-03-14 04:27:00-04:00,2616.0,2617.6,2616.0,2617.6,0,0,0
2022-03-14 04:28:00-04:00,2619.4,2620.0,2619.4,2620.0,0,0,0
2022-03-14 04:29:00-04:00,2620.0,2620.0,2619.99,2620.0,0,0,0
2022-03-14 04:34:00-04:00,2612.0,2617.4,2612.0,2617.4,0,0,0
2022-03-14 04:36:00-04:00,2617.0,2619.65,2617.0,2618.2,0,0,0
2022-03-14 04:37:00-04:00,2615.05,2615.05,2615.0,2615.0,0,0,0
2022-03-14 04:40:00-04:00,2613.19,2613.19,2613.19,2613.19,0,0,0
2022-03-14 04:41:00-04:00,2613.0,2613.01,2613.0,2613.01,0,0,0
2022-03-14 04:45:00-04:00,2614.17,2617.0,2613.0,2613.77,0,0,0
2022-03-14 04:47:00-04:00,2616.47,2616.47,2616.47,2616.47,0,0,0
2022-03-14 04:48:00-04:00,2614.01,2614.01,2614.01,2614.01,0,0,0
2022-03-14 04:50:00-04:00,2616.47,2617.0,2616.47,2617.0,0,0,0
2022-03-14 04:51:00-04:00,2617.55,2617.55,2617.55,2617.55,0,0,0
2022-03-14 04:52:00-04:00,2617.55,2617.55,2617.0,2617.0,0,0,0
2022-03-14 04:58:00-04:00,2616.98,2617.0,2616.98,2617.0,0,0,0
2022-03-14 05:03:00-04:00,2619.41,2622.04,2619.41,2622.04,0,0,0
2022-03-14 05:05:00-04:00,2621.57,2621.57,2616.49,2616.49,0,0,0
2022-03-14 05:06:00-04:00,2620.0,2620.22,2620.0,2620.04,0,0,0
2022-03-14 05:07:00-04:00,2621.97,2621.97,2621.97,2621.97,0,0,0
2022-03-14 05:09:00-04:00,2621.97,2621.97,2621.97,2621.97,0,0,0
